"type","text"
"ham","Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe"
"ham","make that 3! 4 fucks sake?! x"
"ham","Leave it. U will always be ignorant."
"ham","Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-)"
"ham","at bruce b downs &amp; fletcher now"
"ham","Where are you ? You said you would be here when I woke ... :-("
"ham","Hey now am free you can call me."
"ham","Tell me whos this pls:-)"
"spam","URGENT! Your mobile was awarded a £1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011"
"ham","Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing."
"ham","Id have to check but there's only like 1 bowls worth left"
"ham","Yes there were many sweets"
"ham","I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed."
"spam","U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901"
"ham","Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?"
"ham","Sir send to group mail check it."
"ham","I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages.."
"ham","""NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT"""
"ham","You dont know you jabo me abi."
"spam","Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?"
"ham","Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane.."
"ham","Are you being good, baby? :)"
"ham","NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;"
"ham","Mostly sports type..lyk footbl,crckt.."
"ham","Ma head dey swell oh. Thanks for making my day"
"ham","U should make a fb list"
"ham","Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence.."
"ham","Sary just need Tim in the bollox &it hurt him a lot so he tol me!"
"ham","Happy New Year Princess!"
"ham","I'll text carlos and let you know, hang on"
"ham","Don't worry, * is easy once have ingredients!"
"ham","I love u 2 my little pocy bell I am sorry but I love u"
"ham","Ok omw now, you at castor?"
"ham","Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?"
"spam","Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2"
"ham","What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor.."
"ham","7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear"
"ham","Tonight? Yeah, I'd be down for that"
"ham","What should i eat fo lunch senor"
"ham","He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for!"
"ham","No break time one... How... I come out n get my stuff fr ü?"
"spam","Reply to win £100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service"
"ham","I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz"
"ham","Do you still have the grinder?"
"spam","No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info"
"ham","Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical"
"spam","HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
"ham","K.i did't see you.:)k:)where are you now?"
"ham","So i'm doing a list of buyers."
"ham","No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second"
"ham","Mm not entirely sure i understood that text but hey. Ho. Which weekend?"
"ham","They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear."
"ham","Don know..he is watching film in computer.."
"ham","No b4 Thursday"
"ham","Oh, then your phone phoned me but it disconnected"
"ham","Id onluy matters when getting on from offcampus"
"spam","This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only"
"ham","Excellent, I'll see what riley's plans are"
"ham","I will see in half an hour"
"spam","You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm"
"ham","Ew are you one of them?"
"ham","Also hi wesley how've you been"
"ham","Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!"
"spam","Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
"spam","Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q"
"ham","Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:)"
"ham","Hm good morning, headache anyone? :-)"
"ham","Yeah no probs - last night is obviously catching up with you... Speak soon"
"spam","FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free"
"ham","I might go 2 sch. Yar at e salon now v boring."
"ham"," &lt;#&gt;  mins but i had to stop somewhere first."
"ham","&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj"
"ham","One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -"
"ham","I didn't get the second half of that message"
"ham","Wat time do u wan 2 meet me later?"
"ham","I thank you so much for all you do with selflessness. I love you plenty."
"ham","Am in film ill call you later."
"ham","How dare you change my ring"
"ham","You are a very very very very bad girl. Or lady."
"ham","I love ya too but try and budget your money better babe. Gary would freak on me if he knew"
"ham","What part of ""don't initiate"" don't you understand"
"ham","I finished my lunch already. U wake up already?"
"ham","You still at the game?"
"ham","You have got tallent but you are wasting."
"ham","What is your record for one night? :)"
"ham","Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend."
"ham"," gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number."
"ham","Jokin only lar... :-) depends on which phone my father can get lor..."
"ham","Aight, lemme know what's up"
"ham","Get ready for  &lt;#&gt;  inches of pleasure..."
"ham","Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday."
"ham",";-) ok. I feel like john lennon."
"ham","Cos darren say ü considering mah so i ask ü..."
"ham","You are not bothering me but you have to trust my answers. Pls."
"ham","Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance.."
"ham","One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt.."
"ham","Aight what time you want me to come up?"
"ham","Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?"
"ham","Your bill at 3 is £33.65 so thats not bad!"
"ham","Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs"
"ham","Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?"
"ham","So how's the weather over there?"
"ham","Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that!"
"ham","Die... Now i have e toot fringe again..."
"ham","Lol they don't know about my awesome phone. I could click delete right now if I want."
"ham","Ok"
"ham","Awesome question with a cute answer: Someone asked a boy ""how is ur life?"" . . He smiled &amp; answered: . . ""She is fine!"" Gudnite"
"ham","Please leave this topic..sorry for telling that.."
"ham","Pls send me the correct name da."
"ham","What happened to our yo date?"
"spam","EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+"
"ham","Webpage s not available!"
"ham","Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/"
"spam","You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions."
"ham","Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details"
"ham","K..k...from tomorrow onwards started ah?"
"ham","What u talking bout early morning? It's almost noon where your at!"
"ham","Fine. Do you remember me."
"spam","Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603"
"ham","Ok. How many should i buy."
"ham","Sounds good, keep me posted"
"spam","Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021."
"ham","Ok. So april. Cant wait"
"ham","Boy you best get yo ass out here quick"
"ham","Ay wana meet on sat?ü wkg on sat?"
"ham","I'm now but have to wait till 2 for the bus to pick me."
"ham","Apart from the one i told you about yesterday?"
"ham","Ok lor... But buy wat?"
"ham","Somebody should go to andros and steal ice"
"ham","Don know. I did't msg him recently."
"ham","Take us out shopping and Mark will distract Isaiah.=D"
"ham","Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola"
"ham","There is no sense in my foot and penis."
"ham","Okay but i thought you were the expert"
"ham","*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?"
"ham","S.s:)i thinl role is like sachin.just standing. Others have to hit."
"ham","Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola"
"ham","And very importantly, all we discuss is between u and i only."
"ham","K..k:)how about your training process?"
"ham","Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?"
"ham","In da car park"
"ham","I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ..."
"ham","So i asked how's anthony. Dad. And your bf"
"ham","'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-)."
"ham","What Today-sunday..sunday is holiday..so no work.."
"ham","Am going to take bath ill place the key in window:-)"
"spam","LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts"
"ham","Dear, take care. I am just reaching home.love u a lot."
"ham","staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323"
"ham","Have you emigrated or something? Ok maybe 5.30 was a bit hopeful..."
"ham","Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that."
"ham","We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;"
"ham","Yo, you at jp and hungry like a mofo?"
"ham","This is all just creepy and crazy to me."
"ham","Ok... I din get ur msg..."
"ham","Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas"
"ham","Pathaya enketa maraikara pa'"
"ham","Even if he my friend he is a priest call him now"
"ham","U so lousy, run already come back then half dead... Hee..."
"ham","That's y i said it's bad dat all e gals know u... Wat u doing now?"
"ham","Or remind me in a few hrs."
"ham","I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back."
"ham","Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks"
"ham","Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?"
"ham","Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog."
"spam","Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412"
"ham","Short But Cute : "" Be a good person , but dont try to prove"" ..... Gud mrng..."
"ham","Just haven't decided where yet eh ?"
"ham","Wat time liao, where still got."
"ham","Yes watching footie but worried we're going to blow it - Phil Neville?"
"ham","I wait 4 ü inside da car park..."
"ham","Uncle Abbey! Happy New Year. Abiola"
"ham","Now am free call me pa."
"ham","R u saying i should re order the slippers cos i had to pay for returning it."
"ham","Stop knowing me so well!"
"ham","Good evening! this is roger. How are you?"
"ham","Small problem in auction:)punj now asking tiwary"
"spam","Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+"
"ham","He telling not to tell any one. If so treat for me hi hi hi"
"ham","My uncles in Atlanta. Wish you guys a great semester."
"spam","1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+"
"ham","U coming 2 pick me?"
"ham","Thats cool. i liked your photos. You are very sexy!"
"ham","would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked"
"ham","Haha better late than ever, any way I could swing by?"
"ham","Ok. But i finish at 6."
"spam","LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323."
"ham","I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!"
"ham","So no messages. Had food?"
"ham","Ok going to sleep. Hope i can meet her."
"ham","Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!"
"ham","Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks"
"ham","You're right I have now that I think about it"
"ham","Wat r u doing now?"
"ham","Is ur lecture over?"
"spam","sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP"
"ham","Customer place i will call you"
"ham","Not planned yet :)going to join company on jan 5 only.don know what will happen after that."
"ham","Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-)"
"ham","Haha I heard that, text me when you're around"
"ham","I.ll get there tomorrow and send it to you"
"ham","""SHIT BABE.. THASA BIT MESSED UP.YEH, SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY, ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP..."""
"ham","Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night"
"ham","""CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUND'S LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX."""
"ham","Sorry,  in meeting I'll call you later"
"ham","Yo! Howz u? girls never rang after india. L"
"ham","Yeah but which is worse for i"
"spam","Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX"
"ham","I tagged MY friends that you seemed to count as YOUR friends."
"spam","Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx"
"ham","Ok..."
"ham","Long time. You remember me today."
"ham","Havent shopping now lor i juz arrive only"
"ham","Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE"
"ham","Are you up for the challenge? I know i am :)"
"ham","How much did ur hdd casing cost."
"ham","Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie"
"ham","I can't describe how lucky you are that I'm actually awake by noon"
"spam","This is the 2nd time we have tried to contact u. U have won the £1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm"
"ham","TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD"
"ham","Cheers for the card ... Is it that time of year already?"
"spam","HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k"
"ham","When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL"
"ham","Ugh hopefully the asus ppl dont randomly do a reformat."
"ham","Haven't seen my facebook, huh? Lol!"
"ham","Mah b, I'll pick it up tomorrow"
"ham","Still otside le..u come 2morrow maga.."
"ham","Do u still have plumbers tape and a wrench we could borrow?"
"spam","Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply."
"ham","It vl bcum more difficult.."
"spam","UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117"
"ham","Havent still waitin as usual... Ü come back sch oredi?"
"ham","In meeting da. I will call you"
"ham","K k :-):-) then watch some films."
"ham","Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30."
"ham","There the size of elephant tablets & u shove um up ur ass!!"
"ham","So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da"
"ham","My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
"ham","Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one ü cut ur hair."
"ham","Good morning pookie pie! Lol hope I didn't wake u up"
"ham","MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM."
"ham","Happy birthday to you....dear.with lots of love.rakhesh NRI"
"ham","Howz that persons story"
"spam","This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate"
"ham","X2  &lt;#&gt; . Are you going to get that"
"ham","Hi neva worry bout da truth coz the truth will lead me 2 ur heart. It's the least a unique person like u deserve. Sleep tight or morning"
"spam","UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+£1.50perWKsub"
"ham","Is ur paper today in e morn or aft?"
"ham","I will lick up every drop :) are you ready to use your mouth as well?"
"ham","And you! Will expect you whenever you text! Hope all goes well tomo"
"ham","Great. P diddy is my neighbor and comes for toothpaste every morning"
"ham","I av a new number,  . Wil u only use this one,ta."
"ham","So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi."
"ham","7 lor... Change 2 suntec... Wat time u coming?"
"ham","No de.am seeing in online shop so that i asked."
"ham","Just curious because my cuz asked what I was up to"
"ham","Nice.nice.how is it working?"
"ham","Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?"
"ham","Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again"
"ham","She's good. How are you. Where r u working now"
"ham","Oh, yes, I've just been a little under the weather so i've kind of been coccooning at home"
"ham","At home also."
"ham","This phone has the weirdest auto correct."
"ham","Oops my phone died and I didn't even know. Yeah I like it better."
"ham","Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?"
"ham","She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
"ham","OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx"
"ham","We got a divorce. Lol. She.s here"
"ham","What's ur pin?"
"ham","Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?"
"ham","I want snow. It's just freezing and windy."
"spam","URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only"
"ham","Come to mahal bus stop.. &lt;DECIMAL&gt;"
"ham","Don know:)this week i'm going to tirunelvai da."
"ham","Me too baby! I promise to treat you well! I bet you will take good care of me..."
"ham","Its like that hotel dusk game i think. You solve puzzles in a area thing"
"spam","Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180"
"ham","Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !"
"ham","Well that must be a pain to catch"
"ham","Sorry da thangam.it's my mistake."
"ham","I need... Coz i never go before"
"ham","Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it...."
"ham","Wife.how she knew the time of murder exactly"
"spam","SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info"
"spam","Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1"
"ham","I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?"
"ham","No plm i will come da. On the way."
"ham","Guess he wants alone time. We could just show up and watch when they do.."
"ham","Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-)"
"ham","Yup ü not comin :-("
"ham","Yes, princess. Toledo."
"ham","Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me"
"ham","Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor."
"ham","Good. No swimsuit allowed :)"
"ham","Am okay. Will soon be over. All the best"
"ham","A cute thought for friendship: ""Its not necessary to share every secret with ur close Frnd, but watever u shared should be true""...."
"ham","Ok i've sent u da latest version of da project."
"ham","Good Morning my Dear........... Have a great &amp; successful day."
"ham","Pls accept me for one day. Or am begging you change the number."
"ham","Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:"
"ham","Its ok, if anybody asks abt me, u tel them..:-P"
"ham","Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens"
"ham","* You gonna ring this weekend or wot?"
"ham","Also track down any lighters you can find"
"ham","Sorry, I can't help you on this."
"ham","Babe, I need your advice"
"ham","I‘ll leave around four, ok?"
"ham","Come to medical college at 7pm ......forward it da"
"ham","K:)k..its good:)when are you going?"
"ham","I can make lasagna for you... vodka..."
"ham","HI ITS KATE CAN U GIVE ME A RING ASAP XXX"
"ham","Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar"
"ham","No, but you told me you were going, before you got drunk!"
"ham","He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him"
"spam","Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate"
"ham","I'm always looking for an excuse to be in the city."
"ham","Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift..."
"ham","O shore are you takin the bus"
"ham","So u gonna get deus ex?"
"ham","I will send them to your email. Do you mind  &lt;#&gt;  times per night?"
"spam","44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705."
"ham","tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?"
"ham","Ok then i come n pick u at engin?"
"ham","Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late."
"ham","Raviyog Peripherals bhayandar east"
"ham","K actually can you guys meet me at the sunoco on howard? It should be right on the way"
"spam","You have 1 new voicemail. Please call 08719181513."
"ham","MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night"
"ham","Just finished eating. Got u a plate. NOT leftovers this time."
"ham","Thanx a lot..."
"ham","Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked."
"ham","Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :("
"ham","Its a great day. Do have yourself a beautiful one."
"ham","What happened in interview?"
"ham","Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
"ham","Badrith is only for chennai:)i will surely pick for us:)no competition for him."
"ham","I tot it's my group mate... Lucky i havent reply... Wat time do ü need to leave..."
"ham","Hey you around? I've got enough for a half + the ten I owe you"
"ham","Hey tmr maybe can meet you at yck"
"ham","ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*"
"ham","They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?"
"ham","Not to worry. I'm sure you'll get it."
"ham","The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard"
"spam","Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p"
"spam","Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days"
"ham","My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?"
"ham","I'm not smoking while people use ""wylie smokes too much"" to justify ruining my shit"
"ham","Dear good morning how you feeling dear"
"ham","A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die"
"ham","Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)"
"ham","Dunno lei ü all decide lor. How abt leona? Oops i tot ben is going n i msg him."
"ham","Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up."
"spam","Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app"
"spam","This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only"
"ham","Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
"ham","Just do what ever is easier for you"
"spam","RCT' THNQ Adrian for U text. Rgds Vatian"
"ham","Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday"
"ham","It'll be tough, but I'll do what I have to"
